sample_id,simulator_seed,success,fully_finite,runtime_s,failure_reason,split
654,69202767,True,True,5.308192200027406,,train
655,69307496,True,True,5.382270300062373,,train
656,69412225,True,True,5.348675700020976,,train
657,69516954,True,True,5.356771000078879,,train
658,69621683,True,True,5.348623500089161,,train
659,69726412,True,True,5.354301899904385,,train
660,69831141,True,True,5.324987299973145,,train
661,69935870,True,True,5.2216237999964505,,train
662,70040599,True,True,6.007986700045876,,train
663,70145328,True,True,5.240988900070079,,train
664,70250057,True,True,5.2794680000515655,,validation
665,70354786,True,True,5.217714399914257,,validation
666,70459515,True,True,6.135849999962375,,validation
667,70564244,True,True,6.097124199965037,,validation
668,70668973,True,True,5.415549999917857,,train
669,70773702,True,True,6.14220869995188,,train
670,70878431,True,True,6.151180099928752,,train
671,70983160,True,True,6.159237299929373,,train
672,71087889,True,True,5.220750399981625,,train
673,71192618,True,True,5.207267199992202,,train
674,71297347,True,True,5.150350600015372,,train
675,71402076,True,True,5.2693455999251455,,train
676,71506805,True,True,5.214704800047912,,train
677,71611534,True,True,5.185587199986912,,validation
678,71716263,True,True,5.89969160000328,,train
679,71820992,True,True,5.8995797000825405,,train
680,71925721,True,True,5.966043599997647,,train
681,72030450,True,True,5.930842899950221,,train
682,72135179,True,True,5.910934799932875,,validation
683,72239908,True,True,5.889136000070721,,validation
684,72344637,True,True,5.23035109997727,,train
685,72449366,True,True,5.190788900014013,,train
686,72554095,True,True,5.166602800018154,,train
687,72658824,True,True,5.28080189996399,,train
688,72763553,True,True,5.320603700005449,,train
689,72868282,True,True,5.23037080001086,,train
690,72973011,True,True,5.099018600070849,,train
691,73077740,True,True,5.110811799997464,,train
692,73182469,True,True,5.121124499943107,,train
693,73287198,True,True,5.056718099978752,,train
694,73391927,True,True,5.041885900078341,,train
695,73496656,True,True,5.083038899931125,,validation
696,73601385,True,True,5.95787439995911,,train
697,73706114,True,True,5.971329399966635,,train
698,73810843,True,True,5.907185800024308,,train
699,73915572,True,True,5.973461600020528,,train
700,74020301,True,True,5.923731799935922,,train
701,74125030,True,True,5.934074499993585,,validation
702,74229759,True,True,5.228194699971937,,train
703,74334488,True,True,5.276647299993783,,validation
704,74439217,True,True,5.210972599918023,,train
705,74543946,True,True,5.277855799999088,,train
706,74648675,True,True,5.155592100112699,,train
707,74753404,True,True,5.238289000000805,,train
708,74858133,True,True,5.8987032999284565,,train
709,74962862,True,True,5.869470500038005,,validation
710,75067591,True,True,6.012823700089939,,train
711,75172320,True,True,5.981926400098018,,train
712,75277049,True,True,6.014338900102302,,train
713,75381778,True,True,5.967696900013834,,train
714,75486507,True,True,5.207479699980468,,train
715,75591236,True,True,5.194680699962191,,train
716,75695965,True,True,5.164629600010812,,train
717,75800694,True,True,5.212102200021036,,train
718,75905423,True,True,5.209891999955289,,train
719,76010152,True,True,5.218615100020543,,train
720,76114881,True,True,5.134694299893454,,train
721,76219610,True,True,5.203064700006507,,train
722,76324339,True,True,5.193143400014378,,train
723,76429068,True,True,5.184947700006887,,train
724,76533797,True,True,5.2530638999305665,,validation
725,76638526,True,True,5.272167299990542,,validation
726,76743255,True,True,5.951755300047807,,train
727,76847984,True,True,5.897430700017139,,train
728,76952713,True,True,5.888889399939217,,train
729,77057442,True,True,6.031158900004812,,train
730,77162171,True,True,6.022086099954322,,train
731,77266900,True,True,5.969162499997765,,train
732,77371629,True,True,5.3811731999740005,,train
733,77476358,True,True,5.251404499984346,,validation
734,77581087,True,True,5.34263580001425,,train
735,77685816,True,True,5.257149299955927,,validation
736,77790545,True,True,5.257418099907227,,train
737,77895274,True,True,5.290873800055124,,train
738,78000003,True,True,5.237021700013429,,train
739,78104732,True,True,5.107892800006084,,validation
740,78209461,True,True,5.1601080999244004,,train
741,78314190,True,True,5.18106150010135,,train
742,78418919,True,True,5.196831499924883,,train
743,78523648,True,True,5.213315099943429,,train
744,78628377,True,True,6.038017300073989,,validation
745,78733106,True,True,6.059791399980895,,validation
746,78837835,True,True,6.044802599935792,,validation
747,78942564,True,True,5.999560400028713,,train
748,79047293,True,True,6.063775799935684,,train
749,79152022,True,True,6.0072630000067875,,train
750,79256751,True,True,5.205332199926488,,train
751,79361480,True,True,5.15916899999138,,train
752,79466209,True,True,5.181219200021587,,train
753,79570938,True,True,5.233679300057702,,train
754,79675667,True,True,5.299202500027604,,train
755,79780396,True,True,5.475071300053969,,validation
756,79885125,True,True,6.1263669999316335,,train
757,79989854,True,True,6.071825099992566,,train
758,80094583,True,True,6.248585699941032,,train
759,80199312,True,True,6.140104299993254,,train
760,80304041,True,True,6.093854899983853,,train
761,80408770,True,True,6.0288196000037715,,validation
762,80513499,True,True,5.262266800040379,,train
763,80618228,True,True,5.31007539993152,,train
764,80722957,True,True,5.204857000033371,,train
765,80827686,True,True,5.187038499978371,,train
766,80932415,True,True,5.241146799991839,,train
767,81037144,True,True,5.32827180007007,,train
768,81141873,True,True,5.225110500003211,,train
769,81246602,True,True,5.189310799934901,,validation
770,81351331,True,True,5.055920600076206,,train
771,81456060,True,True,5.163568899966776,,train
772,81560789,True,True,5.16621659998782,,train
773,81665518,True,True,5.1827533999457955,,train
774,81770247,True,True,6.038407700019889,,train
775,81874976,True,True,5.975861600018106,,train
776,81979705,True,True,5.9530106000602245,,train
777,82084434,True,True,5.98128079995513,,train
778,82189163,True,True,5.965250900015235,,train
779,82293892,True,True,5.988161400076933,,train
780,82398621,True,True,5.185633499990217,,train
781,82503350,True,True,5.160604300093837,,train
782,82608079,True,True,5.056454700068571,,train
783,82712808,True,True,5.20392170001287,,train
784,82817537,True,True,5.242382499971427,,train
785,82922266,True,True,5.165585099952295,,train
786,83026995,True,True,5.2067646000068635,,train
787,83131724,True,True,5.2115001999773085,,train
788,83236453,True,True,5.121180500020273,,train
789,83341182,True,True,5.116326599963941,,validation
790,83445911,True,True,5.165231699938886,,train
791,83550640,True,True,5.137999800033867,,train
792,83655369,True,True,6.006441200035624,,train
793,83760098,True,True,6.016087899915874,,train
794,83864827,True,True,6.022768700029701,,validation
795,83969556,True,True,5.922942300094292,,validation
796,84074285,True,True,6.018459300044924,,train
797,84179014,True,True,6.005478599923663,,train
798,84283743,True,True,5.3058420000597835,,validation
799,84388472,True,True,5.2276309001026675,,validation
800,84493201,True,True,5.216970300069079,,train
801,84597930,True,True,5.148788999998942,,train
802,84702659,True,True,5.1971863999497145,,train
803,84807388,True,True,5.317905199946836,,train
804,84912117,True,True,5.176434799912386,,train
805,85016846,True,True,5.163380100042559,,train
806,85121575,True,True,5.215828399988823,,train
807,85226304,True,True,5.174638599972241,,train
808,85331033,True,True,5.144902899977751,,train
809,85435762,True,True,5.161389700020663,,train
810,85540491,True,True,5.978269499959424,,train
811,85645220,True,True,5.9749806999461725,,train
812,85749949,True,True,6.132098799920641,,train
813,85854678,True,True,6.14569360006135,,train
814,85959407,True,True,6.082026800024323,,train
815,86064136,True,True,6.0677729999879375,,train
816,86168865,True,True,5.1968125000130385,,train
817,86273594,True,True,5.19120879995171,,train
818,86378323,True,True,5.114906999981031,,train
819,86483052,True,True,5.188365699956194,,validation
820,86587781,True,True,5.218057400081307,,train
821,86692510,True,True,5.121319100027904,,train
822,86797239,True,True,5.252345799934119,,train
823,86901968,True,True,5.125846500042826,,validation
824,87006697,True,True,5.204371399944648,,train
825,87111426,True,True,5.155595100019127,,train
826,87216155,True,True,5.210512300021946,,train
827,87320884,True,True,5.205567499971949,,train
828,87425613,True,True,6.080879100016318,,train
829,87530342,True,True,6.139682099921629,,validation
830,87635071,True,True,6.13309370004572,,train
831,87739800,True,True,6.16338119993452,,train
832,87844529,True,True,6.137265099911019,,train
833,87949258,True,True,6.115604600054212,,train
834,88053987,True,True,5.235102700069547,,train
835,88158716,True,True,5.265778600005433,,train
836,88263445,True,True,5.106579300016165,,train
837,88368174,True,True,5.171862400020473,,validation
838,88472903,True,True,5.185354899964295,,validation
839,88577632,True,True,5.235751100000925,,validation
840,88682361,True,True,5.168530500028282,,train
841,88787090,True,True,5.2099294000072405,,train
842,88891819,True,True,5.201589500065893,,train
843,88996548,True,True,5.171139599988237,,validation
844,89101277,True,True,5.095917800092138,,train
845,89206006,True,True,5.167216400033794,,train
846,89310735,True,True,6.047260400024243,,train
847,89415464,True,True,6.053290199954063,,train
848,89520193,True,True,6.068789100041613,,validation
849,89624922,True,True,6.059430300025269,,train
850,89729651,True,True,6.1293636000482365,,train
851,89834380,True,True,6.109067199984565,,train
852,89939109,True,True,5.187230599927716,,validation
853,90043838,True,True,5.290630800067447,,train
854,90148567,True,True,5.132372200023383,,train
855,90253296,True,True,5.290713800000958,,train
856,90358025,True,True,5.308366100070998,,train
857,90462754,True,True,5.286779099958949,,train
858,90567483,True,True,5.312130899983458,,train
859,90672212,True,True,5.205597799969837,,train
860,90776941,True,True,5.280249100062065,,train
861,90881670,True,True,5.156491099973209,,train
862,90986399,True,True,5.113395799999125,,validation
863,91091128,True,True,5.192038599983789,,train
864,91195857,True,True,6.081033700029366,,train
865,91300586,True,True,6.142597099998966,,train
866,91405315,True,True,6.120131100062281,,train
867,91510044,True,True,6.095376900047995,,train
868,91614773,True,True,6.067831299966201,,train
869,91719502,True,True,6.161533600068651,,train
870,91824231,True,True,5.202804799890146,,train
871,91928960,True,True,5.180159599985927,,train
872,92033689,True,True,5.128169500036165,,train
873,92138418,True,True,5.141723999986425,,train
874,92243147,True,True,5.130611000000499,,validation
875,92347876,True,True,5.233144599944353,,train
876,92452605,True,True,5.158308000070974,,train
877,92557334,True,True,5.257549399975687,,train
878,92662063,True,True,5.262739400030114,,train
879,92766792,True,True,5.19700709998142,,train
880,92871521,True,True,5.18704429990612,,train
881,92976250,True,True,5.16886199999135,,validation
882,93080979,True,True,6.035669200005941,,train
883,93185708,True,True,6.166897899936885,,train
884,93290437,True,True,5.248648299952038,,train
885,93395166,True,True,6.136041300022043,,validation
886,93499895,True,True,7.198264600010589,,train
887,93604624,True,True,6.40293819992803,,validation
888,93709353,True,True,5.662239600089379,,validation
889,93814082,True,True,6.4977270000381395,,validation
890,93918811,True,True,5.4679447000380605,,train
891,94023540,True,True,5.529608500073664,,train
892,94128269,True,True,5.638817699975334,,train
893,94232998,True,True,5.688955300021917,,train
894,94337727,True,True,5.676528499927372,,train
895,94442456,True,True,5.59587650001049,,train
896,94547185,True,True,5.627822799957357,,train
897,94651914,True,True,5.613014100003056,,train
898,94756643,True,True,5.448419500025921,,train
899,94861372,True,True,5.5099217999959365,,validation
900,94966101,True,True,5.544674000004306,,train
901,95070830,True,True,5.365025800070725,,train
902,95175559,True,True,5.370641099987552,,train
903,95280288,True,True,5.40686770004686,,train
904,95385017,True,True,5.415437499992549,,train
905,95489746,True,True,5.366279099951498,,train
906,95594475,True,True,6.584329999983311,,validation
907,95699204,True,True,6.4311034000711516,,train
908,95803933,True,True,6.520070499973372,,train
909,95908662,True,True,6.4827032999601215,,train
910,96013391,True,True,6.572089900029823,,validation
911,96118120,True,True,6.581487399991602,,train
912,96222849,True,True,5.47658150002826,,train
913,96327578,True,True,5.402570700040087,,train
914,96432307,True,True,5.37698169995565,,train
915,96537036,True,True,5.405685000005178,,train
916,96641765,True,True,5.329671100014821,,train
917,96746494,True,True,5.384789100033231,,train
918,96851223,True,True,5.39597039995715,,train
919,96955952,True,True,5.401150499936193,,validation
920,97060681,True,True,5.412466899957508,,validation
921,97165410,True,True,5.521209500031546,,train
922,97270139,True,True,5.482029299950227,,train
923,97374868,True,True,5.475749299977906,,train
924,97479597,True,True,6.473593899980187,,train
925,97584326,True,True,6.321915499982424,,train
926,97689055,True,True,6.3494522999972105,,train
927,97793784,True,True,6.295764000038616,,train
928,97898513,True,True,6.1719940000912175,,train
929,98003242,True,True,6.205613299971446,,validation
930,98107971,True,True,5.349895299994387,,train
931,98212700,True,True,5.343338300008327,,validation
932,98317429,True,True,5.317575399996713,,validation
933,98422158,True,True,5.296239600051194,,train
934,98526887,True,True,5.307693699956872,,train
935,98631616,True,True,5.353830700041726,,train
936,98736345,True,True,5.220453599933535,,train
937,98841074,True,True,5.276596000068821,,train
938,98945803,True,True,5.268544899998233,,validation
939,99050532,True,True,5.242313400027342,,validation
940,99155261,True,True,5.342622700030915,,train
941,99259990,True,True,5.397345299948938,,train
942,99364719,True,True,6.378573999973014,,train
943,99469448,True,True,6.442064699949697,,train
944,99574177,True,True,6.421514900051989,,train
945,99678906,True,True,6.452917500049807,,train
946,99783635,True,True,6.521197500056587,,train
947,99888364,True,True,6.340872399974614,,train
948,99993093,True,True,5.361501400009729,,train
949,100097822,True,True,5.377457799972035,,train
950,100202551,True,True,5.292132099973969,,train
951,100307280,True,True,5.365972899948247,,train
952,100412009,True,True,5.379194300039671,,train
953,100516738,True,True,5.367295200005174,,train
954,100621467,True,True,5.504866499919444,,validation
955,100726196,True,True,5.555993799935095,,train
956,100830925,True,True,5.466052999952808,,train
957,100935654,True,True,5.409075099974871,,train
958,101040383,True,True,5.401876199990511,,validation
959,101145112,True,True,5.362842599977739,,validation
960,101249841,True,True,5.227549099945463,,train
961,101354570,True,True,5.260309599922039,,train
962,101459299,True,True,5.267384700011462,,validation
963,101564028,True,True,5.220243599964306,,train
964,101668757,True,True,5.223319000098854,,train
965,101773486,True,True,5.242152899969369,,validation
966,101878215,True,True,6.359024900011718,,train
967,101982944,True,True,6.395739900064655,,train
968,102087673,True,True,6.378048999933526,,train
969,102192402,True,True,6.368570099934004,,train
970,102297131,True,True,6.278386699967086,,train
971,102401860,True,True,6.518799399957061,,train
972,102506589,True,True,5.374722099979408,,validation
973,102611318,True,True,5.391662099980749,,train
974,102716047,True,True,5.314225799986161,,train
975,102820776,True,True,5.457725700107403,,train
976,102925505,True,True,5.499652000027709,,train
977,103030234,True,True,5.514462499995716,,validation
978,103134963,True,True,5.632423299946822,,train
979,103239692,True,True,5.58238379994873,,validation
980,103344421,True,True,5.555503699928522,,train
981,103449150,True,True,5.371656300034374,,train
982,103553879,True,True,5.271049699978903,,train
983,103658608,True,True,5.295800999971107,,validation
984,103763337,True,True,6.480502900085412,,train
985,103868066,True,True,6.43878590001259,,train
986,103972795,True,True,6.451012499979697,,train
987,104077524,True,True,6.457147800014354,,train
988,104182253,True,True,6.300056200008839,,train
989,104286982,True,True,6.337125500082038,,validation
990,104391711,True,True,5.39379070000723,,train
991,104496440,True,True,5.369584100088105,,train
992,104601169,True,True,5.291713200043887,,train
993,104705898,True,True,5.217846599989571,,train
994,104810627,True,True,5.2117132999701425,,train
995,104915356,True,True,5.2173680000705644,,train
996,105020085,True,True,5.136508399969898,,train
997,105124814,True,True,5.228908900055103,,train
998,105229543,True,True,5.290945700020529,,train
999,105334272,True,True,5.2419964000582695,,train
1000,105439001,True,True,5.240462900022976,,train
1001,105543730,True,True,5.3093180999858305,,train
1002,105648459,True,True,5.30533389991615,,validation
1003,105753188,True,True,5.358817199943587,,train
1004,105857917,True,True,5.213451099931262,,train
1005,105962646,True,True,5.305351300048642,,train
1006,106067375,True,True,5.136754799983464,,train
1007,106172104,True,True,5.1917056000093,,train
1008,106276833,True,True,6.336197800002992,,train
1009,106381562,True,True,6.32485049997922,,train
1010,106486291,True,True,6.3638036999618635,,train
1011,106591020,True,True,6.362671799957752,,train
1012,106695749,True,True,6.2831987999379635,,train
1013,106800478,True,True,6.3271956000244245,,train
1014,106905207,True,True,5.301932799979113,,validation
1015,107009936,True,True,5.342658500070684,,train
1016,107114665,True,True,5.387612099992111,,train
1017,107219394,True,True,5.201811300008558,,validation
1018,107324123,True,True,5.178907299996354,,train
1019,107428852,True,True,5.162791099981405,,train
1020,107533581,True,True,5.178841499960981,,train
1021,107638310,True,True,5.266748300055042,,validation
1022,107743039,True,True,5.186048000003211,,train
1023,107847768,True,True,5.277450500056148,,train
1024,107952497,True,True,5.240434000035748,,train
1025,108057226,True,True,5.364483300014399,,validation
1026,108161955,True,True,6.382280299905688,,train
1027,108266684,True,True,6.3411800999892876,,train
1028,108371413,True,True,6.419986699940637,,train
1029,108476142,True,True,6.522615000023507,,train
1030,108580871,True,True,6.433790700044483,,train
1031,108685600,True,True,6.365190499927849,,train
1032,108790329,True,True,5.233781899907626,,train
1033,108895058,True,True,5.207947700051591,,train
1034,108999787,True,True,5.20528670004569,,train
1035,109104516,True,True,5.214951900066808,,validation
1036,109209245,True,True,5.2767578000202775,,train
1037,109313974,True,True,5.236852900008671,,train
1038,109418703,True,True,5.3670400000410154,,train
1039,109523432,True,True,5.435567599954084,,train
1040,109628161,True,True,5.361876799957827,,train
1041,109732890,True,True,5.278838299913332,,train
1042,109837619,True,True,5.310848299995996,,train
1043,109942348,True,True,5.26620469999034,,validation
1044,110047077,True,True,5.327123600058258,,train
1045,110151806,True,True,5.299700900097378,,train
1046,110256535,True,True,5.177462299936451,,validation
1047,110361264,True,True,5.23673470003996,,train
1048,110465993,True,True,5.194283000077121,,validation
1049,110570722,True,True,5.30629819992464,,validation
1050,110675451,True,True,6.382677299901843,,validation
1051,110780180,True,True,6.471132199978456,,train
1052,110884909,True,True,6.500423999968916,,train
1053,110989638,True,True,6.476955100079067,,train
1054,111094367,True,True,6.3365587999578565,,train
1055,111199096,True,True,6.404079100000672,,train
1056,111303825,True,True,5.205130400019698,,train
1057,111408554,True,True,5.191285799955949,,train
1058,111513283,True,True,5.226599600049667,,train
1059,111618012,True,True,5.1058194999350235,,validation
1060,111722741,True,True,5.146997399977408,,train
1061,111827470,True,True,5.1429536999203265,,train
1062,111932199,True,True,5.1787227999884635,,train
1063,112036928,True,True,5.2539334000321105,,train
1064,112141657,True,True,5.207931900047697,,train
1065,112246386,True,True,5.223817400052212,,train
1066,112351115,True,True,5.2890312999952585,,train
1067,112455844,True,True,5.205876799998805,,train
1068,112560573,True,True,5.389553699991666,,train
1069,112665302,True,True,5.292918400024064,,train
1070,112770031,True,True,6.498684299993329,,train
1071,112874760,True,True,5.323644999996759,,train
1072,112979489,True,True,5.259420400019735,,train
1073,113084218,True,True,5.271715600043535,,train
1074,113188947,True,True,6.325372699997388,,train
1075,113293676,True,True,6.479727099998854,,train
1076,113398405,True,True,6.295572599978186,,train
1077,113503134,True,True,5.283472399925813,,train
1078,113607863,True,True,6.289864599937573,,validation
1079,113712592,True,True,6.344027299899608,,train
1080,113817321,True,True,5.137961899978109,,train
1081,113922050,True,True,5.138902700040489,,train
1082,114026779,True,True,5.229131400003098,,train
1083,114131508,True,True,5.157409899984486,,validation
1084,114236237,True,True,5.197801000089385,,train
1085,114340966,True,True,5.130432299920358,,train
1086,114445695,True,True,5.2128878000658005,,train
1087,114550424,True,True,5.230736400000751,,train
1088,114655153,True,True,5.19914460007567,,train
1089,114759882,True,True,5.343259199988097,,train
1090,114864611,True,True,5.234961400041357,,train
1091,114969340,True,True,5.301206000032835,,train
1092,115074069,True,True,6.424666800070554,,train
1093,115178798,True,True,6.431096300017089,,validation
1094,115283527,True,True,6.391529400018044,,train
1095,115388256,True,True,6.4618729000212625,,train
1096,115492985,True,True,6.450414100079797,,validation
1097,115597714,True,True,6.381177800009027,,train
1098,115702443,True,True,5.173961400054395,,validation
1099,115807172,True,True,5.207562500028871,,train
1100,115911901,True,True,5.288162800017744,,train
1101,116016630,True,True,5.232398899970576,,train
1102,116121359,True,True,5.114204299985431,,train
1103,116226088,True,True,5.190972300013527,,validation
1104,116330817,True,True,5.2462161999428645,,train
1105,116435546,True,True,5.207898400025442,,validation
1106,116540275,True,True,5.301044299965724,,validation
1107,116645004,True,True,5.223303399980068,,train
1108,116749733,True,True,5.181842499994673,,train
1109,116854462,True,True,5.136640499928035,,train
1110,116959191,True,True,5.125773499952629,,train
1111,117063920,True,True,5.15634779992979,,train
1112,117168649,True,True,5.2309091000352055,,train
1113,117273378,True,True,5.1697963998885825,,train
1114,117378107,True,True,5.185262899962254,,train
1115,117482836,True,True,5.200968699995428,,train
1116,117587565,True,True,6.467655900050886,,train
1117,117692294,True,True,6.359332999913022,,train
1118,117797023,True,True,6.333736400003545,,train
1119,117901752,True,True,6.4100613000337034,,validation
1120,118006481,True,True,6.398819599999115,,train
1121,118111210,True,True,6.363733800011687,,train
1122,118215939,True,True,5.221737699932419,,train
1123,118320668,True,True,5.181825699983165,,validation
1124,118425397,True,True,5.297888300032355,,train
1125,118530126,True,True,5.182245200034231,,validation
1126,118634855,True,True,5.093021699925885,,train
1127,118739584,True,True,5.193872599978931,,train
1128,118844313,True,True,5.346572499955073,,train
1129,118949042,True,True,5.368577099987306,,train
1130,119053771,True,True,5.270973299979232,,validation
1131,119158500,True,True,5.238661199924536,,validation
1132,119263229,True,True,5.368125899927691,,train
1133,119367958,True,True,5.37945059989579,,train
1134,119472687,True,True,5.186249400023371,,train
1135,119577416,True,True,5.210324499988928,,train
1136,119682145,True,True,5.171319699962623,,train
1137,119786874,True,True,5.281940100016072,,train
1138,119891603,True,True,5.235741199925542,,train
1139,119996332,True,True,5.295055099995807,,train
1140,120101061,True,True,6.411911900038831,,train
1141,120205790,True,True,6.4749189000576735,,train
1142,120310519,True,True,6.439217799925245,,train
1143,120415248,True,True,6.503607799997553,,train
1144,120519977,True,True,6.578126200009137,,train
1145,120624706,True,True,6.375544700073078,,train
1146,120729435,True,True,5.1318629999877885,,train
1147,120834164,True,True,5.160654799896292,,train
1148,120938893,True,True,5.233115199953318,,train
1149,121043622,True,True,5.1232475999277085,,train
1150,121148351,True,True,5.170463799964637,,validation
1151,121253080,True,True,5.218937100027688,,train
1152,121357809,True,True,5.305750299943611,,train
1153,121462538,True,True,5.329056599992327,,train
1154,121567267,True,True,5.234007300110534,,train
1155,121671996,True,True,5.426382699981332,,train
1156,121776725,True,True,5.329990300000645,,train
1157,121881454,True,True,5.262131499941461,,validation
1158,121986183,True,True,5.306438900064677,,train
1159,122090912,True,True,5.173725300002843,,validation
1160,122195641,True,True,5.20897130004596,,train
1161,122300370,True,True,5.1820510000688955,,train
1162,122405099,True,True,5.1258971999632195,,train
1163,122509828,True,True,5.214421899989247,,train
1164,122614557,True,True,6.388237900100648,,train
1165,122719286,True,True,6.395990799996071,,train
1166,122824015,True,True,6.428806100040674,,train
1167,122928744,True,True,6.451117299962789,,train
1168,123033473,True,True,6.379928100039251,,train
1169,123138202,True,True,6.353902400005609,,train
1170,123242931,True,True,5.163592700031586,,train
1171,123347660,True,True,5.059161699959077,,validation
1172,123452389,True,True,5.24176219990477,,train
1173,123557118,True,True,5.197439600015059,,train
1174,123661847,True,True,5.203939900035039,,train
1175,123766576,True,True,5.170792099903338,,train
1176,123871305,True,True,5.284715199959464,,train
1177,123976034,True,True,5.345455499948002,,train
1178,124080763,True,True,5.303119000047445,,train
1179,124185492,True,True,5.375139700016007,,train
1180,124290221,True,True,5.3756505999481305,,train
1181,124394950,True,True,5.474168200045824,,validation
1182,124499679,True,True,5.222452500020154,,train
1183,124604408,True,True,5.222451700014062,,train
1184,124709137,True,True,5.068603800027631,,train
1185,124813866,True,True,5.129856300074607,,train
1186,124918595,True,True,5.129659799975343,,train
1187,125023324,True,True,5.149007199914195,,validation
1188,125128053,True,True,6.391868899925612,,train
1189,125232782,True,True,6.534283900051378,,train
1190,125337511,True,True,6.518252199981362,,validation
1191,125442240,True,True,6.556230599991977,,train
1192,125546969,True,True,6.569526299950667,,train
1193,125651698,True,True,6.438752599991858,,validation
1194,125756427,True,True,5.284287700080313,,validation
1195,125861156,True,True,5.236384499934502,,train
1196,125965885,True,True,5.299505900009535,,train
1197,126070614,True,True,5.169969100039452,,train
1198,126175343,True,True,5.2644574999576434,,validation
1199,126280072,True,True,5.204746600007638,,validation
1200,126384801,True,True,5.350322599988431,,train
1201,126489530,True,True,5.429673000006005,,train
1202,126594259,True,True,5.320794600062072,,train
1203,126698988,True,True,5.363059399998747,,validation
1204,126803717,True,True,5.322618099977262,,validation
1205,126908446,True,True,5.281637400039472,,train
1206,127013175,True,True,5.248625700012781,,validation
1207,127117904,True,True,5.164208899950609,,train
1208,127222633,True,True,5.190668200026266,,validation
1209,127327362,True,True,5.197253699996509,,validation
1210,127432091,True,True,5.1934296999825165,,train
1211,127536820,True,True,5.272155599901453,,train
1212,127641549,True,True,6.485173300025053,,train
1213,127746278,True,True,6.521649300004356,,validation
1214,127851007,True,True,6.55419069994241,,validation
1215,127955736,True,True,6.559022700064816,,train
1216,128060465,True,True,6.572507799952291,,train
1217,128165194,True,True,6.527758899959736,,train
1218,128269923,True,True,5.243769400054589,,train
1219,128374652,True,True,5.283402799977921,,validation
1220,128479381,True,True,5.238868699991144,,train
1221,128584110,True,True,5.212039700010791,,train
1222,128688839,True,True,5.19533290003892,,validation
1223,128793568,True,True,5.248513099970296,,train
1224,128898297,True,True,5.194719100021757,,train
1225,129003026,True,True,5.220982200000435,,train
1226,129107755,True,True,5.355072699952871,,train
1227,129212484,True,True,5.292640700004995,,train
1228,129317213,True,True,5.212460700073279,,validation
1229,129421942,True,True,5.231117599993013,,validation
1230,129526671,True,True,5.134295099996962,,train
1231,129631400,True,True,5.1866271999897435,,train
1232,129736129,True,True,5.129473499953747,,train
1233,129840858,True,True,5.175766499945894,,train
1234,129945587,True,True,5.1900902999332175,,train
1235,130050316,True,True,5.162153299897909,,train
1236,130155045,True,True,5.076971199945547,,train
1237,130259774,True,True,5.11737059999723,,validation
1238,130364503,True,True,6.62856920005288,,train
1239,130469232,True,True,5.095798900001682,,train
1240,130573961,True,True,5.3186255999607965,,train
1241,130678690,True,True,5.185145199997351,,train
1242,130783419,True,True,6.793230699957348,,train
1243,130888148,True,True,6.905282700085081,,validation
1244,130992877,True,True,6.7051564999856055,,train
1245,131097606,True,True,5.450827499968,,train
1246,131202335,True,True,6.6594359000446275,,validation
1247,131307064,True,True,6.468305499991402,,train
1248,131411793,True,True,5.172511299955659,,train
1249,131516522,True,True,5.186451899935491,,train
1250,131621251,True,True,5.2998418000061065,,train
1251,131725980,True,True,5.229932299931534,,train
1252,131830709,True,True,5.150320200016722,,train
1253,131935438,True,True,5.175280999974348,,validation
1254,132040167,True,True,5.276616999995895,,train
1255,132144896,True,True,5.260770299937576,,train
1256,132249625,True,True,5.2280584999825805,,train
1257,132354354,True,True,5.273519299924374,,train
1258,132459083,True,True,5.200470099924132,,train
1259,132563812,True,True,5.245784000027925,,train
1260,132668541,True,True,5.184812400024384,,validation
1261,132773270,True,True,5.212329800007865,,train
1262,132877999,True,True,5.134143400005996,,train
1263,132982728,True,True,5.108785399934277,,validation
1264,133087457,True,True,5.235919200000353,,validation
1265,133192186,True,True,6.204027300002053,,validation
1266,133296915,True,True,6.645771700073965,,train
1267,133401644,True,True,6.6219504999462515,,validation
1268,133506373,True,True,6.685566200059839,,train
1269,133611102,True,True,6.653483200003393,,validation
1270,133715831,True,True,6.593267899937928,,train
1271,133820560,True,True,6.5913104000501335,,train
1272,133925289,True,True,5.34083100000862,,train
1273,134030018,True,True,5.259105599950999,,train
1274,134134747,True,True,5.274528699927032,,train
1275,134239476,True,True,5.193386300001293,,train
1276,134344205,True,True,5.218362899962813,,train
1277,134448934,True,True,5.261327599990182,,train
1278,134553663,True,True,5.256377600017004,,validation
1279,134658392,True,True,5.323938199901022,,train
1280,134763121,True,True,5.409524000016972,,train
1281,134867850,True,True,5.282426699995995,,train
1282,134972579,True,True,5.2916080000577495,,validation
1283,135077308,True,True,5.263368500047363,,train
1284,135182037,True,True,5.219177299994044,,train
1285,135286766,True,True,5.158156999968924,,train
1286,135391495,True,True,5.189559199963696,,validation
1287,135496224,True,True,5.174201799905859,,train
1288,135600953,True,True,5.079035000060685,,train
1289,135705682,True,True,5.109038099995814,,train
1290,135810411,True,True,6.619742600014433,,validation
1291,135915140,True,True,6.530658500036225,,train
1292,136019869,True,True,6.633185200043954,,validation
1293,136124598,True,True,6.767141899908893,,train
1294,136229327,True,True,6.727348400047049,,train
