track,member_index,draw_index,role,posterior_sample_seed
8d,4,23,primary,9740013
8d,4,24,primary,9740013
8d,4,25,primary,9740013
8d,4,26,primary,9740013
8d,4,27,primary,9740013
8d,4,28,primary,9740013
8d,4,29,primary,9740013
8d,4,30,primary,9740013
8d,4,31,primary,9740013
8d,4,32,primary,9740013
8d,4,33,primary,9740013
8d,4,34,primary,9740013
8d,4,35,primary,9740013
8d,4,36,primary,9740013
8d,4,37,primary,9740013
8d,4,38,primary,9740013
8d,4,39,primary,9740013
8d,4,40,primary,9740013
8d,4,41,primary,9740013
8d,4,42,primary,9740013
8d,4,43,primary,9740013
8d,4,44,primary,9740013
8d,4,45,primary,9740013
8d,4,46,primary,9740013
8d,4,47,primary,9740013
8d,4,48,primary,9740013
8d,4,49,primary,9740013
8d,4,50,primary,9740013
8d,4,51,primary,9740013
8d,4,52,primary,9740013
8d,4,53,primary,9740013
8d,4,54,primary,9740013
8d,4,55,primary,9740013
8d,4,56,primary,9740013
8d,4,57,primary,9740013
8d,4,58,primary,9740013
8d,4,59,primary,9740013
8d,4,60,primary,9740013
8d,4,61,primary,9740013
8d,4,62,primary,9740013
8d,4,63,primary,9740013
8d,4,64,primary,9740013
8d,4,65,primary,9740013
8d,4,66,primary,9740013
8d,4,67,primary,9740013
8d,4,68,primary,9740013
8d,4,69,primary,9740013
8d,4,70,primary,9740013
8d,4,71,primary,9740013
8d,4,72,primary,9740013
8d,4,73,primary,9740013
8d,4,74,primary,9740013
8d,4,75,primary,9740013
8d,4,76,primary,9740013
8d,4,77,primary,9740013
8d,4,78,primary,9740013
8d,4,79,primary,9740013
8d,4,80,primary,9740013
8d,4,81,primary,9740013
8d,4,82,primary,9740013
8d,4,83,primary,9740013
8d,4,84,primary,9740013
8d,4,85,primary,9740013
8d,4,86,primary,9740013
8d,4,87,primary,9740013
8d,4,88,primary,9740013
8d,4,89,primary,9740013
8d,4,90,primary,9740013
8d,4,91,primary,9740013
8d,4,92,primary,9740013
8d,4,93,primary,9740013
8d,4,94,primary,9740013
8d,4,95,primary,9740013
8d,4,96,primary,9740013
8d,4,97,primary,9740013
8d,4,98,primary,9740013
8d,4,99,primary,9740013
8d,4,100,primary,9740013
8d,4,101,primary,9740013
8d,4,102,primary,9740013
8d,4,103,primary,9740013
8d,4,104,primary,9740013
8d,4,105,primary,9740013
8d,4,106,primary,9740013
8d,4,107,primary,9740013
8d,4,108,primary,9740013
8d,4,109,primary,9740013
8d,4,110,primary,9740013
8d,4,111,primary,9740013
8d,4,112,primary,9740013
8d,4,113,primary,9740013
8d,4,114,primary,9740013
8d,4,115,primary,9740013
8d,4,116,primary,9740013
8d,4,117,primary,9740013
8d,4,118,primary,9740013
8d,4,119,primary,9740013
8d,4,120,primary,9740013
8d,4,121,primary,9740013
8d,4,122,primary,9740013
8d,4,123,primary,9740013
8d,4,124,primary,9740013
8d,4,125,primary,9740013
8d,4,126,primary,9740013
8d,4,127,primary,9740013
8d,4,128,primary,9740013
8d,4,129,primary,9740013
8d,4,130,primary,9740013
8d,4,131,primary,9740013
8d,4,132,primary,9740013
8d,4,133,primary,9740013
8d,4,134,primary,9740013
8d,4,135,primary,9740013
8d,4,136,primary,9740013
8d,4,137,primary,9740013
8d,4,138,primary,9740013
8d,4,139,primary,9740013
8d,4,140,primary,9740013
8d,4,141,primary,9740013
8d,4,142,primary,9740013
8d,4,143,primary,9740013
8d,4,144,primary,9740013
8d,4,145,primary,9740013
8d,4,146,primary,9740013
8d,4,147,primary,9740013
8d,4,148,primary,9740013
8d,4,149,primary,9740013
8d,4,150,primary,9740013
8d,4,151,primary,9740013
8d,4,152,primary,9740013
8d,4,153,primary,9740013
8d,4,154,primary,9740013
8d,4,155,primary,9740013
8d,4,156,primary,9740013
8d,4,157,primary,9740013
8d,4,158,primary,9740013
8d,4,159,primary,9740013
8d,4,160,primary,9740013
8d,4,161,primary,9740013
8d,4,162,primary,9740013
8d,4,163,primary,9740013
8d,4,164,primary,9740013
8d,4,165,primary,9740013
8d,4,166,primary,9740013
8d,4,167,primary,9740013
8d,4,168,primary,9740013
8d,4,169,primary,9740013
8d,4,170,primary,9740013
8d,4,171,primary,9740013
8d,4,172,primary,9740013
8d,4,173,primary,9740013
8d,4,174,primary,9740013
8d,4,175,primary,9740013
8d,4,176,primary,9740013
8d,4,177,primary,9740013
8d,4,178,primary,9740013
8d,4,179,primary,9740013
8d,4,180,primary,9740013
8d,4,181,primary,9740013
8d,4,182,primary,9740013
8d,4,183,primary,9740013
8d,4,184,primary,9740013
8d,4,185,primary,9740013
8d,4,186,primary,9740013
8d,4,187,primary,9740013
8d,4,188,primary,9740013
8d,4,189,primary,9740013
8d,4,190,primary,9740013
8d,4,191,primary,9740013
8d,4,192,primary,9740013
8d,4,193,primary,9740013
8d,4,194,primary,9740013
8d,4,195,primary,9740013
8d,4,196,primary,9740013
8d,4,197,primary,9740013
8d,4,198,primary,9740013
8d,4,199,primary,9740013
8d,4,200,primary,9740013
8d,4,201,primary,9740013
8d,4,202,primary,9740013
8d,4,203,primary,9740013
8d,4,204,primary,9740013
8d,4,205,primary,9740013
8d,4,206,primary,9740013
8d,4,207,primary,9740013
8d,4,208,primary,9740013
8d,4,209,primary,9740013
8d,4,210,primary,9740013
8d,4,211,primary,9740013
8d,4,212,primary,9740013
8d,4,213,primary,9740013
8d,4,214,primary,9740013
8d,4,215,primary,9740013
8d,4,216,primary,9740013
8d,4,217,primary,9740013
8d,4,218,primary,9740013
8d,4,219,primary,9740013
8d,4,220,primary,9740013
8d,4,221,primary,9740013
8d,4,222,primary,9740013
8d,4,223,primary,9740013
8d,4,224,primary,9740013
8d,4,225,primary,9740013
8d,4,226,primary,9740013
8d,4,227,primary,9740013
8d,4,228,primary,9740013
8d,4,229,primary,9740013
8d,4,230,primary,9740013
8d,4,231,primary,9740013
8d,4,232,primary,9740013
8d,4,233,primary,9740013
8d,4,234,primary,9740013
8d,4,235,primary,9740013
8d,4,236,primary,9740013
8d,4,237,primary,9740013
8d,4,238,primary,9740013
8d,4,239,primary,9740013
8d,4,240,primary,9740013
8d,4,241,primary,9740013
8d,4,242,primary,9740013
8d,4,243,primary,9740013
8d,4,244,primary,9740013
8d,4,245,primary,9740013
8d,4,246,primary,9740013
8d,4,247,primary,9740013
8d,4,248,primary,9740013
8d,4,249,primary,9740013
8d,4,250,primary,9740013
8d,4,251,primary,9740013
8d,4,252,primary,9740013
8d,4,253,primary,9740013
8d,4,254,primary,9740013
8d,4,255,primary,9740013
8d,4,256,reserve,9740013
8d,4,257,reserve,9740013
8d,4,258,reserve,9740013
8d,4,259,reserve,9740013
8d,4,260,reserve,9740013
8d,4,261,reserve,9740013
8d,4,262,reserve,9740013
8d,4,263,reserve,9740013
8d,4,264,reserve,9740013
8d,4,265,reserve,9740013
8d,4,266,reserve,9740013
8d,4,267,reserve,9740013
8d,4,268,reserve,9740013
8d,4,269,reserve,9740013
8d,4,270,reserve,9740013
8d,4,271,reserve,9740013
8d,4,272,reserve,9740013
8d,4,273,reserve,9740013
8d,4,274,reserve,9740013
8d,4,275,reserve,9740013
8d,4,276,reserve,9740013
8d,4,277,reserve,9740013
8d,4,278,reserve,9740013
8d,4,279,reserve,9740013
8d,4,280,reserve,9740013
8d,4,281,reserve,9740013
8d,4,282,reserve,9740013
8d,4,283,reserve,9740013
8d,4,284,reserve,9740013
8d,4,285,reserve,9740013
8d,4,286,reserve,9740013
8d,4,287,reserve,9740013
8d,4,288,reserve,9740013
8d,4,289,reserve,9740013
8d,4,290,reserve,9740013
8d,4,291,reserve,9740013
8d,4,292,reserve,9740013
8d,4,293,reserve,9740013
8d,4,294,reserve,9740013
8d,4,295,reserve,9740013
8d,4,296,reserve,9740013
8d,4,297,reserve,9740013
8d,4,298,reserve,9740013
8d,4,299,reserve,9740013
8d,4,300,reserve,9740013
8d,4,301,reserve,9740013
8d,4,302,reserve,9740013
8d,4,303,reserve,9740013
8d,4,304,reserve,9740013
8d,4,305,reserve,9740013
8d,4,306,reserve,9740013
8d,4,307,reserve,9740013
8d,4,308,reserve,9740013
8d,4,309,reserve,9740013
8d,4,310,reserve,9740013
8d,4,311,reserve,9740013
8d,4,312,reserve,9740013
8d,4,313,reserve,9740013
8d,4,314,reserve,9740013
8d,4,315,reserve,9740013
8d,4,316,reserve,9740013
8d,4,317,reserve,9740013
8d,4,318,reserve,9740013
8d,4,319,reserve,9740013
8d,5,0,primary,9840016
8d,5,1,primary,9840016
8d,5,2,primary,9840016
8d,5,3,primary,9840016
8d,5,4,primary,9840016
8d,5,5,primary,9840016
8d,5,6,primary,9840016
8d,5,7,primary,9840016
8d,5,8,primary,9840016
8d,5,9,primary,9840016
8d,5,10,primary,9840016
8d,5,11,primary,9840016
8d,5,12,primary,9840016
8d,5,13,primary,9840016
8d,5,14,primary,9840016
8d,5,15,primary,9840016
8d,5,16,primary,9840016
8d,5,17,primary,9840016
8d,5,18,primary,9840016
8d,5,19,primary,9840016
8d,5,20,primary,9840016
8d,5,21,primary,9840016
8d,5,22,primary,9840016
8d,5,23,primary,9840016
8d,5,24,primary,9840016
8d,5,25,primary,9840016
8d,5,26,primary,9840016
8d,5,27,primary,9840016
8d,5,28,primary,9840016
8d,5,29,primary,9840016
8d,5,30,primary,9840016
8d,5,31,primary,9840016
8d,5,32,primary,9840016
8d,5,33,primary,9840016
8d,5,34,primary,9840016
8d,5,35,primary,9840016
8d,5,36,primary,9840016
8d,5,37,primary,9840016
8d,5,38,primary,9840016
8d,5,39,primary,9840016
8d,5,40,primary,9840016
8d,5,41,primary,9840016
8d,5,42,primary,9840016
8d,5,43,primary,9840016
8d,5,44,primary,9840016
8d,5,45,primary,9840016
8d,5,46,primary,9840016
8d,5,47,primary,9840016
8d,5,48,primary,9840016
8d,5,49,primary,9840016
8d,5,50,primary,9840016
8d,5,51,primary,9840016
8d,5,52,primary,9840016
8d,5,53,primary,9840016
8d,5,54,primary,9840016
8d,5,55,primary,9840016
8d,5,56,primary,9840016
8d,5,57,primary,9840016
8d,5,58,primary,9840016
8d,5,59,primary,9840016
8d,5,60,primary,9840016
8d,5,61,primary,9840016
8d,5,62,primary,9840016
8d,5,63,primary,9840016
8d,5,64,primary,9840016
8d,5,65,primary,9840016
8d,5,66,primary,9840016
8d,5,67,primary,9840016
8d,5,68,primary,9840016
8d,5,69,primary,9840016
8d,5,70,primary,9840016
8d,5,71,primary,9840016
8d,5,72,primary,9840016
8d,5,73,primary,9840016
8d,5,74,primary,9840016
8d,5,75,primary,9840016
8d,5,76,primary,9840016
8d,5,77,primary,9840016
8d,5,78,primary,9840016
8d,5,79,primary,9840016
8d,5,80,primary,9840016
8d,5,81,primary,9840016
8d,5,82,primary,9840016
8d,5,83,primary,9840016
8d,5,84,primary,9840016
8d,5,85,primary,9840016
8d,5,86,primary,9840016
8d,5,87,primary,9840016
8d,5,88,primary,9840016
8d,5,89,primary,9840016
8d,5,90,primary,9840016
8d,5,91,primary,9840016
8d,5,92,primary,9840016
8d,5,93,primary,9840016
8d,5,94,primary,9840016
8d,5,95,primary,9840016
8d,5,96,primary,9840016
8d,5,97,primary,9840016
8d,5,98,primary,9840016
8d,5,99,primary,9840016
8d,5,100,primary,9840016
8d,5,101,primary,9840016
8d,5,102,primary,9840016
8d,5,103,primary,9840016
8d,5,104,primary,9840016
8d,5,105,primary,9840016
8d,5,106,primary,9840016
8d,5,107,primary,9840016
8d,5,108,primary,9840016
8d,5,109,primary,9840016
8d,5,110,primary,9840016
8d,5,111,primary,9840016
8d,5,112,primary,9840016
8d,5,113,primary,9840016
8d,5,114,primary,9840016
8d,5,115,primary,9840016
8d,5,116,primary,9840016
8d,5,117,primary,9840016
8d,5,118,primary,9840016
8d,5,119,primary,9840016
8d,5,120,primary,9840016
8d,5,121,primary,9840016
8d,5,122,primary,9840016
8d,5,123,primary,9840016
8d,5,124,primary,9840016
8d,5,125,primary,9840016
8d,5,126,primary,9840016
8d,5,127,primary,9840016
8d,5,128,primary,9840016
8d,5,129,primary,9840016
8d,5,130,primary,9840016
8d,5,131,primary,9840016
8d,5,132,primary,9840016
8d,5,133,primary,9840016
8d,5,134,primary,9840016
8d,5,135,primary,9840016
8d,5,136,primary,9840016
8d,5,137,primary,9840016
8d,5,138,primary,9840016
8d,5,139,primary,9840016
8d,5,140,primary,9840016
8d,5,141,primary,9840016
8d,5,142,primary,9840016
8d,5,143,primary,9840016
8d,5,144,primary,9840016
8d,5,145,primary,9840016
8d,5,146,primary,9840016
8d,5,147,primary,9840016
8d,5,148,primary,9840016
8d,5,149,primary,9840016
8d,5,150,primary,9840016
8d,5,151,primary,9840016
8d,5,152,primary,9840016
8d,5,153,primary,9840016
8d,5,154,primary,9840016
8d,5,155,primary,9840016
8d,5,156,primary,9840016
8d,5,157,primary,9840016
8d,5,158,primary,9840016
8d,5,159,primary,9840016
8d,5,160,primary,9840016
8d,5,161,primary,9840016
8d,5,162,primary,9840016
8d,5,163,primary,9840016
8d,5,164,primary,9840016
8d,5,165,primary,9840016
8d,5,166,primary,9840016
8d,5,167,primary,9840016
8d,5,168,primary,9840016
8d,5,169,primary,9840016
8d,5,170,primary,9840016
8d,5,171,primary,9840016
8d,5,172,primary,9840016
8d,5,173,primary,9840016
8d,5,174,primary,9840016
8d,5,175,primary,9840016
8d,5,176,primary,9840016
8d,5,177,primary,9840016
8d,5,178,primary,9840016
8d,5,179,primary,9840016
8d,5,180,primary,9840016
8d,5,181,primary,9840016
8d,5,182,primary,9840016
8d,5,183,primary,9840016
8d,5,184,primary,9840016
8d,5,185,primary,9840016
8d,5,186,primary,9840016
8d,5,187,primary,9840016
8d,5,188,primary,9840016
8d,5,189,primary,9840016
8d,5,190,primary,9840016
8d,5,191,primary,9840016
8d,5,192,primary,9840016
8d,5,193,primary,9840016
8d,5,194,primary,9840016
8d,5,195,primary,9840016
8d,5,196,primary,9840016
8d,5,197,primary,9840016
8d,5,198,primary,9840016
8d,5,199,primary,9840016
8d,5,200,primary,9840016
8d,5,201,primary,9840016
8d,5,202,primary,9840016
8d,5,203,primary,9840016
8d,5,204,primary,9840016
8d,5,205,primary,9840016
8d,5,206,primary,9840016
8d,5,207,primary,9840016
8d,5,208,primary,9840016
8d,5,209,primary,9840016
8d,5,210,primary,9840016
8d,5,211,primary,9840016
8d,5,212,primary,9840016
8d,5,213,primary,9840016
8d,5,214,primary,9840016
8d,5,215,primary,9840016
8d,5,216,primary,9840016
8d,5,217,primary,9840016
8d,5,218,primary,9840016
8d,5,219,primary,9840016
8d,5,220,primary,9840016
8d,5,221,primary,9840016
8d,5,222,primary,9840016
8d,5,223,primary,9840016
8d,5,224,primary,9840016
8d,5,225,primary,9840016
8d,5,226,primary,9840016
8d,5,227,primary,9840016
8d,5,228,primary,9840016
8d,5,229,primary,9840016
8d,5,230,primary,9840016
8d,5,231,primary,9840016
8d,5,232,primary,9840016
8d,5,233,primary,9840016
8d,5,234,primary,9840016
8d,5,235,primary,9840016
8d,5,236,primary,9840016
8d,5,237,primary,9840016
8d,5,238,primary,9840016
8d,5,239,primary,9840016
8d,5,240,primary,9840016
8d,5,241,primary,9840016
8d,5,242,primary,9840016
8d,5,243,primary,9840016
8d,5,244,primary,9840016
8d,5,245,primary,9840016
8d,5,246,primary,9840016
8d,5,247,primary,9840016
8d,5,248,primary,9840016
8d,5,249,primary,9840016
8d,5,250,primary,9840016
8d,5,251,primary,9840016
8d,5,252,primary,9840016
8d,5,253,primary,9840016
8d,5,254,primary,9840016
8d,5,255,primary,9840016
8d,5,256,reserve,9840016
8d,5,257,reserve,9840016
8d,5,258,reserve,9840016
8d,5,259,reserve,9840016
8d,5,260,reserve,9840016
8d,5,261,reserve,9840016
8d,5,262,reserve,9840016
8d,5,263,reserve,9840016
8d,5,264,reserve,9840016
8d,5,265,reserve,9840016
8d,5,266,reserve,9840016
8d,5,267,reserve,9840016
8d,5,268,reserve,9840016
8d,5,269,reserve,9840016
8d,5,270,reserve,9840016
8d,5,271,reserve,9840016
8d,5,272,reserve,9840016
8d,5,273,reserve,9840016
8d,5,274,reserve,9840016
8d,5,275,reserve,9840016
8d,5,276,reserve,9840016
8d,5,277,reserve,9840016
8d,5,278,reserve,9840016
8d,5,279,reserve,9840016
8d,5,280,reserve,9840016
8d,5,281,reserve,9840016
8d,5,282,reserve,9840016
8d,5,283,reserve,9840016
8d,5,284,reserve,9840016
8d,5,285,reserve,9840016
8d,5,286,reserve,9840016
8d,5,287,reserve,9840016
8d,5,288,reserve,9840016
8d,5,289,reserve,9840016
8d,5,290,reserve,9840016
8d,5,291,reserve,9840016
8d,5,292,reserve,9840016
8d,5,293,reserve,9840016
8d,5,294,reserve,9840016
8d,5,295,reserve,9840016
8d,5,296,reserve,9840016
8d,5,297,reserve,9840016
8d,5,298,reserve,9840016
8d,5,299,reserve,9840016
8d,5,300,reserve,9840016
8d,5,301,reserve,9840016
8d,5,302,reserve,9840016
8d,5,303,reserve,9840016
8d,5,304,reserve,9840016
8d,5,305,reserve,9840016
8d,5,306,reserve,9840016
8d,5,307,reserve,9840016
8d,5,308,reserve,9840016
8d,5,309,reserve,9840016
8d,5,310,reserve,9840016
8d,5,311,reserve,9840016
8d,5,312,reserve,9840016
8d,5,313,reserve,9840016
8d,5,314,reserve,9840016
8d,5,315,reserve,9840016
8d,5,316,reserve,9840016
8d,5,317,reserve,9840016
8d,5,318,reserve,9840016
8d,5,319,reserve,9840016
7d,1,0,primary,9441004
7d,1,1,primary,9441004
7d,1,2,primary,9441004
7d,1,3,primary,9441004
7d,1,4,primary,9441004
7d,1,5,primary,9441004
7d,1,6,primary,9441004
7d,1,7,primary,9441004
7d,1,8,primary,9441004
7d,1,9,primary,9441004
7d,1,10,primary,9441004
7d,1,11,primary,9441004
7d,1,12,primary,9441004
7d,1,13,primary,9441004
7d,1,14,primary,9441004
7d,1,15,primary,9441004
7d,1,16,primary,9441004
7d,1,17,primary,9441004
7d,1,18,primary,9441004
7d,1,19,primary,9441004
7d,1,20,primary,9441004
7d,1,21,primary,9441004
7d,1,22,primary,9441004
7d,1,23,primary,9441004
7d,1,24,primary,9441004
7d,1,25,primary,9441004
7d,1,26,primary,9441004
7d,1,27,primary,9441004
7d,1,28,primary,9441004
7d,1,29,primary,9441004
7d,1,30,primary,9441004
7d,1,31,primary,9441004
7d,1,32,primary,9441004
7d,1,33,primary,9441004
7d,1,34,primary,9441004
7d,1,35,primary,9441004
7d,1,36,primary,9441004
7d,1,37,primary,9441004
7d,1,38,primary,9441004
7d,1,39,primary,9441004
7d,1,40,primary,9441004
7d,1,41,primary,9441004
7d,1,42,primary,9441004
7d,1,43,primary,9441004
7d,1,44,primary,9441004
7d,1,45,primary,9441004
7d,1,46,primary,9441004
7d,1,47,primary,9441004
7d,1,48,primary,9441004
7d,1,49,primary,9441004
7d,1,50,primary,9441004
7d,1,51,primary,9441004
7d,1,52,primary,9441004
7d,1,53,primary,9441004
7d,1,54,primary,9441004
7d,1,55,primary,9441004
7d,1,56,primary,9441004
7d,1,57,primary,9441004
7d,1,58,primary,9441004
7d,1,59,primary,9441004
7d,1,60,primary,9441004
7d,1,61,primary,9441004
7d,1,62,primary,9441004
7d,1,63,primary,9441004
7d,1,64,primary,9441004
7d,1,65,primary,9441004
7d,1,66,primary,9441004
7d,1,67,primary,9441004
7d,1,68,primary,9441004
7d,1,69,primary,9441004
7d,1,70,primary,9441004
7d,1,71,primary,9441004
7d,1,72,primary,9441004
7d,1,73,primary,9441004
7d,1,74,primary,9441004
7d,1,75,primary,9441004
7d,1,76,primary,9441004
7d,1,77,primary,9441004
7d,1,78,primary,9441004
7d,1,79,primary,9441004
7d,1,80,primary,9441004
7d,1,81,primary,9441004
7d,1,82,primary,9441004
7d,1,83,primary,9441004
7d,1,84,primary,9441004
7d,1,85,primary,9441004
7d,1,86,primary,9441004
7d,1,87,primary,9441004
7d,1,88,primary,9441004
7d,1,89,primary,9441004
7d,1,90,primary,9441004
7d,1,91,primary,9441004
7d,1,92,primary,9441004
7d,1,93,primary,9441004
7d,1,94,primary,9441004
7d,1,95,primary,9441004
7d,1,96,primary,9441004
7d,1,97,primary,9441004
7d,1,98,primary,9441004
7d,1,99,primary,9441004
7d,1,100,primary,9441004
7d,1,101,primary,9441004
7d,1,102,primary,9441004
7d,1,103,primary,9441004
7d,1,104,primary,9441004
7d,1,105,primary,9441004
7d,1,106,primary,9441004
7d,1,107,primary,9441004
7d,1,108,primary,9441004
7d,1,109,primary,9441004
7d,1,110,primary,9441004
7d,1,111,primary,9441004
7d,1,112,primary,9441004
7d,1,113,primary,9441004
7d,1,114,primary,9441004
7d,1,115,primary,9441004
7d,1,116,primary,9441004
7d,1,117,primary,9441004
7d,1,118,primary,9441004
7d,1,119,primary,9441004
7d,1,120,primary,9441004
7d,1,121,primary,9441004
7d,1,122,primary,9441004
7d,1,123,primary,9441004
7d,1,124,primary,9441004
7d,1,125,primary,9441004
7d,1,126,primary,9441004
7d,1,127,primary,9441004
7d,1,128,primary,9441004
7d,1,129,primary,9441004
7d,1,130,primary,9441004
7d,1,131,primary,9441004
7d,1,132,primary,9441004
7d,1,133,primary,9441004
7d,1,134,primary,9441004
7d,1,135,primary,9441004
7d,1,136,primary,9441004
7d,1,137,primary,9441004
7d,1,138,primary,9441004
7d,1,139,primary,9441004
7d,1,140,primary,9441004
7d,1,141,primary,9441004
7d,1,142,primary,9441004
7d,1,143,primary,9441004
7d,1,144,primary,9441004
7d,1,145,primary,9441004
7d,1,146,primary,9441004
7d,1,147,primary,9441004
7d,1,148,primary,9441004
7d,1,149,primary,9441004
7d,1,150,primary,9441004
7d,1,151,primary,9441004
7d,1,152,primary,9441004
7d,1,153,primary,9441004
7d,1,154,primary,9441004
7d,1,155,primary,9441004
7d,1,156,primary,9441004
7d,1,157,primary,9441004
7d,1,158,primary,9441004
7d,1,159,primary,9441004
7d,1,160,primary,9441004
7d,1,161,primary,9441004
7d,1,162,primary,9441004
7d,1,163,primary,9441004
7d,1,164,primary,9441004
7d,1,165,primary,9441004
7d,1,166,primary,9441004
7d,1,167,primary,9441004
7d,1,168,primary,9441004
7d,1,169,primary,9441004
7d,1,170,primary,9441004
7d,1,171,primary,9441004
7d,1,172,primary,9441004
7d,1,173,primary,9441004
7d,1,174,primary,9441004
7d,1,175,primary,9441004
7d,1,176,primary,9441004
7d,1,177,primary,9441004
7d,1,178,primary,9441004
7d,1,179,primary,9441004
7d,1,180,primary,9441004
7d,1,181,primary,9441004
7d,1,182,primary,9441004
7d,1,183,primary,9441004
7d,1,184,primary,9441004
7d,1,185,primary,9441004
7d,1,186,primary,9441004
7d,1,187,primary,9441004
7d,1,188,primary,9441004
7d,1,189,primary,9441004
7d,1,190,primary,9441004
7d,1,191,primary,9441004
7d,1,192,primary,9441004
7d,1,193,primary,9441004
7d,1,194,primary,9441004
7d,1,195,primary,9441004
7d,1,196,primary,9441004
7d,1,197,primary,9441004
7d,1,198,primary,9441004
7d,1,199,primary,9441004
7d,1,200,primary,9441004
7d,1,201,primary,9441004
7d,1,202,primary,9441004
7d,1,203,primary,9441004
7d,1,204,primary,9441004
7d,1,205,primary,9441004
7d,1,206,primary,9441004
7d,1,207,primary,9441004
7d,1,208,primary,9441004
7d,1,209,primary,9441004
7d,1,210,primary,9441004
7d,1,211,primary,9441004
7d,1,212,primary,9441004
7d,1,213,primary,9441004
7d,1,214,primary,9441004
7d,1,215,primary,9441004
7d,1,216,primary,9441004
7d,1,217,primary,9441004
7d,1,218,primary,9441004
7d,1,219,primary,9441004
7d,1,220,primary,9441004
7d,1,221,primary,9441004
7d,1,222,primary,9441004
7d,1,223,primary,9441004
7d,1,224,primary,9441004
7d,1,225,primary,9441004
7d,1,226,primary,9441004
7d,1,227,primary,9441004
7d,1,228,primary,9441004
7d,1,229,primary,9441004
7d,1,230,primary,9441004
7d,1,231,primary,9441004
7d,1,232,primary,9441004
7d,1,233,primary,9441004
7d,1,234,primary,9441004
7d,1,235,primary,9441004
7d,1,236,primary,9441004
7d,1,237,primary,9441004
7d,1,238,primary,9441004
7d,1,239,primary,9441004
7d,1,240,primary,9441004
7d,1,241,primary,9441004
7d,1,242,primary,9441004
7d,1,243,primary,9441004
7d,1,244,primary,9441004
7d,1,245,primary,9441004
7d,1,246,primary,9441004
7d,1,247,primary,9441004
7d,1,248,primary,9441004
7d,1,249,primary,9441004
7d,1,250,primary,9441004
7d,1,251,primary,9441004
7d,1,252,primary,9441004
7d,1,253,primary,9441004
7d,1,254,primary,9441004
7d,1,255,primary,9441004
7d,1,256,reserve,9441004
7d,1,257,reserve,9441004
7d,1,258,reserve,9441004
7d,1,259,reserve,9441004
7d,1,260,reserve,9441004
7d,1,261,reserve,9441004
7d,1,262,reserve,9441004
7d,1,263,reserve,9441004
7d,1,264,reserve,9441004
7d,1,265,reserve,9441004
7d,1,266,reserve,9441004
7d,1,267,reserve,9441004
7d,1,268,reserve,9441004
7d,1,269,reserve,9441004
7d,1,270,reserve,9441004
7d,1,271,reserve,9441004
7d,1,272,reserve,9441004
7d,1,273,reserve,9441004
7d,1,274,reserve,9441004
7d,1,275,reserve,9441004
7d,1,276,reserve,9441004
7d,1,277,reserve,9441004
7d,1,278,reserve,9441004
7d,1,279,reserve,9441004
7d,1,280,reserve,9441004
7d,1,281,reserve,9441004
7d,1,282,reserve,9441004
7d,1,283,reserve,9441004
7d,1,284,reserve,9441004
7d,1,285,reserve,9441004
7d,1,286,reserve,9441004
7d,1,287,reserve,9441004
7d,1,288,reserve,9441004
7d,1,289,reserve,9441004
7d,1,290,reserve,9441004
7d,1,291,reserve,9441004
7d,1,292,reserve,9441004
7d,1,293,reserve,9441004
7d,1,294,reserve,9441004
7d,1,295,reserve,9441004
7d,1,296,reserve,9441004
7d,1,297,reserve,9441004
7d,1,298,reserve,9441004
7d,1,299,reserve,9441004
7d,1,300,reserve,9441004
7d,1,301,reserve,9441004
7d,1,302,reserve,9441004
7d,1,303,reserve,9441004
7d,1,304,reserve,9441004
7d,1,305,reserve,9441004
7d,1,306,reserve,9441004
7d,1,307,reserve,9441004
7d,1,308,reserve,9441004
7d,1,309,reserve,9441004
7d,1,310,reserve,9441004
7d,1,311,reserve,9441004
7d,1,312,reserve,9441004
7d,1,313,reserve,9441004
7d,1,314,reserve,9441004
7d,1,315,reserve,9441004
7d,1,316,reserve,9441004
7d,1,317,reserve,9441004
7d,1,318,reserve,9441004
7d,1,319,reserve,9441004
7d,2,0,primary,9541007
7d,2,1,primary,9541007
7d,2,2,primary,9541007
7d,2,3,primary,9541007
7d,2,4,primary,9541007
7d,2,5,primary,9541007
7d,2,6,primary,9541007
7d,2,7,primary,9541007
7d,2,8,primary,9541007
7d,2,9,primary,9541007
7d,2,10,primary,9541007
7d,2,11,primary,9541007
7d,2,12,primary,9541007
7d,2,13,primary,9541007
7d,2,14,primary,9541007
7d,2,15,primary,9541007
7d,2,16,primary,9541007
7d,2,17,primary,9541007
7d,2,18,primary,9541007
7d,2,19,primary,9541007
7d,2,20,primary,9541007
7d,2,21,primary,9541007
7d,2,22,primary,9541007
7d,2,23,primary,9541007
7d,2,24,primary,9541007
7d,2,25,primary,9541007
7d,2,26,primary,9541007
7d,2,27,primary,9541007
7d,2,28,primary,9541007
7d,2,29,primary,9541007
7d,2,30,primary,9541007
7d,2,31,primary,9541007
7d,2,32,primary,9541007
7d,2,33,primary,9541007
7d,2,34,primary,9541007
7d,2,35,primary,9541007
7d,2,36,primary,9541007
7d,2,37,primary,9541007
7d,2,38,primary,9541007
7d,2,39,primary,9541007
7d,2,40,primary,9541007
7d,2,41,primary,9541007
7d,2,42,primary,9541007
7d,2,43,primary,9541007
7d,2,44,primary,9541007
7d,2,45,primary,9541007
7d,2,46,primary,9541007
