track,member_index,draw_index,role,simulator_seed
8d,4,23,primary,12158780
8d,4,24,primary,12263509
8d,4,25,primary,12368238
8d,4,26,primary,12472967
8d,4,27,primary,12577696
8d,4,28,primary,12682425
8d,4,29,primary,12787154
8d,4,30,primary,12891883
8d,4,31,primary,12996612
8d,4,32,primary,13101341
8d,4,33,primary,13206070
8d,4,34,primary,13310799
8d,4,35,primary,13415528
8d,4,36,primary,13520257
8d,4,37,primary,13624986
8d,4,38,primary,13729715
8d,4,39,primary,13834444
8d,4,40,primary,13939173
8d,4,41,primary,14043902
8d,4,42,primary,14148631
8d,4,43,primary,14253360
8d,4,44,primary,14358089
8d,4,45,primary,14462818
8d,4,46,primary,14567547
8d,4,47,primary,14672276
8d,4,48,primary,14777005
8d,4,49,primary,14881734
8d,4,50,primary,14986463
8d,4,51,primary,15091192
8d,4,52,primary,15195921
8d,4,53,primary,15300650
8d,4,54,primary,15405379
8d,4,55,primary,15510108
8d,4,56,primary,15614837
8d,4,57,primary,15719566
8d,4,58,primary,15824295
8d,4,59,primary,15929024
8d,4,60,primary,16033753
8d,4,61,primary,16138482
8d,4,62,primary,16243211
8d,4,63,primary,16347940
8d,4,64,primary,16452669
8d,4,65,primary,16557398
8d,4,66,primary,16662127
8d,4,67,primary,16766856
8d,4,68,primary,16871585
8d,4,69,primary,16976314
8d,4,70,primary,17081043
8d,4,71,primary,17185772
8d,4,72,primary,17290501
8d,4,73,primary,17395230
8d,4,74,primary,17499959
8d,4,75,primary,17604688
8d,4,76,primary,17709417
8d,4,77,primary,17814146
8d,4,78,primary,17918875
8d,4,79,primary,18023604
8d,4,80,primary,18128333
8d,4,81,primary,18233062
8d,4,82,primary,18337791
8d,4,83,primary,18442520
8d,4,84,primary,18547249
8d,4,85,primary,18651978
8d,4,86,primary,18756707
8d,4,87,primary,18861436
8d,4,88,primary,18966165
8d,4,89,primary,19070894
8d,4,90,primary,19175623
8d,4,91,primary,19280352
8d,4,92,primary,19385081
8d,4,93,primary,19489810
8d,4,94,primary,19594539
8d,4,95,primary,19699268
8d,4,96,primary,19803997
8d,4,97,primary,19908726
8d,4,98,primary,20013455
8d,4,99,primary,20118184
8d,4,100,primary,20222913
8d,4,101,primary,20327642
8d,4,102,primary,20432371
8d,4,103,primary,20537100
8d,4,104,primary,20641829
8d,4,105,primary,20746558
8d,4,106,primary,20851287
8d,4,107,primary,20956016
8d,4,108,primary,21060745
8d,4,109,primary,21165474
8d,4,110,primary,21270203
8d,4,111,primary,21374932
8d,4,112,primary,21479661
8d,4,113,primary,21584390
8d,4,114,primary,21689119
8d,4,115,primary,21793848
8d,4,116,primary,21898577
8d,4,117,primary,22003306
8d,4,118,primary,22108035
8d,4,119,primary,22212764
8d,4,120,primary,22317493
8d,4,121,primary,22422222
8d,4,122,primary,22526951
8d,4,123,primary,22631680
8d,4,124,primary,22736409
8d,4,125,primary,22841138
8d,4,126,primary,22945867
8d,4,127,primary,23050596
8d,4,128,primary,23155325
8d,4,129,primary,23260054
8d,4,130,primary,23364783
8d,4,131,primary,23469512
8d,4,132,primary,23574241
8d,4,133,primary,23678970
8d,4,134,primary,23783699
8d,4,135,primary,23888428
8d,4,136,primary,23993157
8d,4,137,primary,24097886
8d,4,138,primary,24202615
8d,4,139,primary,24307344
8d,4,140,primary,24412073
8d,4,141,primary,24516802
8d,4,142,primary,24621531
8d,4,143,primary,24726260
8d,4,144,primary,24830989
8d,4,145,primary,24935718
8d,4,146,primary,25040447
8d,4,147,primary,25145176
8d,4,148,primary,25249905
8d,4,149,primary,25354634
8d,4,150,primary,25459363
8d,4,151,primary,25564092
8d,4,152,primary,25668821
8d,4,153,primary,25773550
8d,4,154,primary,25878279
8d,4,155,primary,25983008
8d,4,156,primary,26087737
8d,4,157,primary,26192466
8d,4,158,primary,26297195
8d,4,159,primary,26401924
8d,4,160,primary,26506653
8d,4,161,primary,26611382
8d,4,162,primary,26716111
8d,4,163,primary,26820840
8d,4,164,primary,26925569
8d,4,165,primary,27030298
8d,4,166,primary,27135027
8d,4,167,primary,27239756
8d,4,168,primary,27344485
8d,4,169,primary,27449214
8d,4,170,primary,27553943
8d,4,171,primary,27658672
8d,4,172,primary,27763401
8d,4,173,primary,27868130
8d,4,174,primary,27972859
8d,4,175,primary,28077588
8d,4,176,primary,28182317
8d,4,177,primary,28287046
8d,4,178,primary,28391775
8d,4,179,primary,28496504
8d,4,180,primary,28601233
8d,4,181,primary,28705962
8d,4,182,primary,28810691
8d,4,183,primary,28915420
8d,4,184,primary,29020149
8d,4,185,primary,29124878
8d,4,186,primary,29229607
8d,4,187,primary,29334336
8d,4,188,primary,29439065
8d,4,189,primary,29543794
8d,4,190,primary,29648523
8d,4,191,primary,29753252
8d,4,192,primary,29857981
8d,4,193,primary,29962710
8d,4,194,primary,30067439
8d,4,195,primary,30172168
8d,4,196,primary,30276897
8d,4,197,primary,30381626
8d,4,198,primary,30486355
8d,4,199,primary,30591084
8d,4,200,primary,30695813
8d,4,201,primary,30800542
8d,4,202,primary,30905271
8d,4,203,primary,31010000
8d,4,204,primary,31114729
8d,4,205,primary,31219458
8d,4,206,primary,31324187
8d,4,207,primary,31428916
8d,4,208,primary,31533645
8d,4,209,primary,31638374
8d,4,210,primary,31743103
8d,4,211,primary,31847832
8d,4,212,primary,31952561
8d,4,213,primary,32057290
8d,4,214,primary,32162019
8d,4,215,primary,32266748
8d,4,216,primary,32371477
8d,4,217,primary,32476206
8d,4,218,primary,32580935
8d,4,219,primary,32685664
8d,4,220,primary,32790393
8d,4,221,primary,32895122
8d,4,222,primary,32999851
8d,4,223,primary,33104580
8d,4,224,primary,33209309
8d,4,225,primary,33314038
8d,4,226,primary,33418767
8d,4,227,primary,33523496
8d,4,228,primary,33628225
8d,4,229,primary,33732954
8d,4,230,primary,33837683
8d,4,231,primary,33942412
8d,4,232,primary,34047141
8d,4,233,primary,34151870
8d,4,234,primary,34256599
8d,4,235,primary,34361328
8d,4,236,primary,34466057
8d,4,237,primary,34570786
8d,4,238,primary,34675515
8d,4,239,primary,34780244
8d,4,240,primary,34884973
8d,4,241,primary,34989702
8d,4,242,primary,35094431
8d,4,243,primary,35199160
8d,4,244,primary,35303889
8d,4,245,primary,35408618
8d,4,246,primary,35513347
8d,4,247,primary,35618076
8d,4,248,primary,35722805
8d,4,249,primary,35827534
8d,4,250,primary,35932263
8d,4,251,primary,36036992
8d,4,252,primary,36141721
8d,4,253,primary,36246450
8d,4,254,primary,36351179
8d,4,255,primary,36455908
8d,4,256,reserve,36560637
8d,4,257,reserve,36665366
8d,4,258,reserve,36770095
8d,4,259,reserve,36874824
8d,4,260,reserve,36979553
8d,4,261,reserve,37084282
8d,4,262,reserve,37189011
8d,4,263,reserve,37293740
8d,4,264,reserve,37398469
8d,4,265,reserve,37503198
8d,4,266,reserve,37607927
8d,4,267,reserve,37712656
8d,4,268,reserve,37817385
8d,4,269,reserve,37922114
8d,4,270,reserve,38026843
8d,4,271,reserve,38131572
8d,4,272,reserve,38236301
8d,4,273,reserve,38341030
8d,4,274,reserve,38445759
8d,4,275,reserve,38550488
8d,4,276,reserve,38655217
8d,4,277,reserve,38759946
8d,4,278,reserve,38864675
8d,4,279,reserve,38969404
8d,4,280,reserve,39074133
8d,4,281,reserve,39178862
8d,4,282,reserve,39283591
8d,4,283,reserve,39388320
8d,4,284,reserve,39493049
8d,4,285,reserve,39597778
8d,4,286,reserve,39702507
8d,4,287,reserve,39807236
8d,4,288,reserve,39911965
8d,4,289,reserve,40016694
8d,4,290,reserve,40121423
8d,4,291,reserve,40226152
8d,4,292,reserve,40330881
8d,4,293,reserve,40435610
8d,4,294,reserve,40540339
8d,4,295,reserve,40645068
8d,4,296,reserve,40749797
8d,4,297,reserve,40854526
8d,4,298,reserve,40959255
8d,4,299,reserve,41063984
8d,4,300,reserve,41168713
8d,4,301,reserve,41273442
8d,4,302,reserve,41378171
8d,4,303,reserve,41482900
8d,4,304,reserve,41587629
8d,4,305,reserve,41692358
8d,4,306,reserve,41797087
8d,4,307,reserve,41901816
8d,4,308,reserve,42006545
8d,4,309,reserve,42111274
8d,4,310,reserve,42216003
8d,4,311,reserve,42320732
8d,4,312,reserve,42425461
8d,4,313,reserve,42530190
8d,4,314,reserve,42634919
8d,4,315,reserve,42739648
8d,4,316,reserve,42844377
8d,4,317,reserve,42949106
8d,4,318,reserve,43053835
8d,4,319,reserve,43158564
8d,5,0,primary,9850016
8d,5,1,primary,9954745
8d,5,2,primary,10059474
8d,5,3,primary,10164203
8d,5,4,primary,10268932
8d,5,5,primary,10373661
8d,5,6,primary,10478390
8d,5,7,primary,10583119
8d,5,8,primary,10687848
8d,5,9,primary,10792577
8d,5,10,primary,10897306
8d,5,11,primary,11002035
8d,5,12,primary,11106764
8d,5,13,primary,11211493
8d,5,14,primary,11316222
8d,5,15,primary,11420951
8d,5,16,primary,11525680
8d,5,17,primary,11630409
8d,5,18,primary,11735138
8d,5,19,primary,11839867
8d,5,20,primary,11944596
8d,5,21,primary,12049325
8d,5,22,primary,12154054
8d,5,23,primary,12258783
8d,5,24,primary,12363512
8d,5,25,primary,12468241
8d,5,26,primary,12572970
8d,5,27,primary,12677699
8d,5,28,primary,12782428
8d,5,29,primary,12887157
8d,5,30,primary,12991886
8d,5,31,primary,13096615
8d,5,32,primary,13201344
8d,5,33,primary,13306073
8d,5,34,primary,13410802
8d,5,35,primary,13515531
8d,5,36,primary,13620260
8d,5,37,primary,13724989
8d,5,38,primary,13829718
8d,5,39,primary,13934447
8d,5,40,primary,14039176
8d,5,41,primary,14143905
8d,5,42,primary,14248634
8d,5,43,primary,14353363
8d,5,44,primary,14458092
8d,5,45,primary,14562821
8d,5,46,primary,14667550
8d,5,47,primary,14772279
8d,5,48,primary,14877008
8d,5,49,primary,14981737
8d,5,50,primary,15086466
8d,5,51,primary,15191195
8d,5,52,primary,15295924
8d,5,53,primary,15400653
8d,5,54,primary,15505382
8d,5,55,primary,15610111
8d,5,56,primary,15714840
8d,5,57,primary,15819569
8d,5,58,primary,15924298
8d,5,59,primary,16029027
8d,5,60,primary,16133756
8d,5,61,primary,16238485
8d,5,62,primary,16343214
8d,5,63,primary,16447943
8d,5,64,primary,16552672
8d,5,65,primary,16657401
8d,5,66,primary,16762130
8d,5,67,primary,16866859
8d,5,68,primary,16971588
8d,5,69,primary,17076317
8d,5,70,primary,17181046
8d,5,71,primary,17285775
8d,5,72,primary,17390504
8d,5,73,primary,17495233
8d,5,74,primary,17599962
8d,5,75,primary,17704691
8d,5,76,primary,17809420
8d,5,77,primary,17914149
8d,5,78,primary,18018878
8d,5,79,primary,18123607
8d,5,80,primary,18228336
8d,5,81,primary,18333065
8d,5,82,primary,18437794
8d,5,83,primary,18542523
8d,5,84,primary,18647252
8d,5,85,primary,18751981
8d,5,86,primary,18856710
8d,5,87,primary,18961439
8d,5,88,primary,19066168
8d,5,89,primary,19170897
8d,5,90,primary,19275626
8d,5,91,primary,19380355
8d,5,92,primary,19485084
8d,5,93,primary,19589813
8d,5,94,primary,19694542
8d,5,95,primary,19799271
8d,5,96,primary,19904000
8d,5,97,primary,20008729
8d,5,98,primary,20113458
8d,5,99,primary,20218187
8d,5,100,primary,20322916
8d,5,101,primary,20427645
8d,5,102,primary,20532374
8d,5,103,primary,20637103
8d,5,104,primary,20741832
8d,5,105,primary,20846561
8d,5,106,primary,20951290
8d,5,107,primary,21056019
8d,5,108,primary,21160748
8d,5,109,primary,21265477
8d,5,110,primary,21370206
8d,5,111,primary,21474935
8d,5,112,primary,21579664
8d,5,113,primary,21684393
8d,5,114,primary,21789122
8d,5,115,primary,21893851
8d,5,116,primary,21998580
8d,5,117,primary,22103309
8d,5,118,primary,22208038
8d,5,119,primary,22312767
8d,5,120,primary,22417496
8d,5,121,primary,22522225
8d,5,122,primary,22626954
8d,5,123,primary,22731683
8d,5,124,primary,22836412
8d,5,125,primary,22941141
8d,5,126,primary,23045870
8d,5,127,primary,23150599
8d,5,128,primary,23255328
8d,5,129,primary,23360057
8d,5,130,primary,23464786
8d,5,131,primary,23569515
8d,5,132,primary,23674244
8d,5,133,primary,23778973
8d,5,134,primary,23883702
8d,5,135,primary,23988431
8d,5,136,primary,24093160
8d,5,137,primary,24197889
8d,5,138,primary,24302618
8d,5,139,primary,24407347
8d,5,140,primary,24512076
8d,5,141,primary,24616805
8d,5,142,primary,24721534
8d,5,143,primary,24826263
8d,5,144,primary,24930992
8d,5,145,primary,25035721
8d,5,146,primary,25140450
8d,5,147,primary,25245179
8d,5,148,primary,25349908
8d,5,149,primary,25454637
8d,5,150,primary,25559366
8d,5,151,primary,25664095
8d,5,152,primary,25768824
8d,5,153,primary,25873553
8d,5,154,primary,25978282
8d,5,155,primary,26083011
8d,5,156,primary,26187740
8d,5,157,primary,26292469
8d,5,158,primary,26397198
8d,5,159,primary,26501927
8d,5,160,primary,26606656
8d,5,161,primary,26711385
8d,5,162,primary,26816114
8d,5,163,primary,26920843
8d,5,164,primary,27025572
8d,5,165,primary,27130301
8d,5,166,primary,27235030
8d,5,167,primary,27339759
8d,5,168,primary,27444488
8d,5,169,primary,27549217
8d,5,170,primary,27653946
8d,5,171,primary,27758675
8d,5,172,primary,27863404
8d,5,173,primary,27968133
8d,5,174,primary,28072862
8d,5,175,primary,28177591
8d,5,176,primary,28282320
8d,5,177,primary,28387049
8d,5,178,primary,28491778
8d,5,179,primary,28596507
8d,5,180,primary,28701236
8d,5,181,primary,28805965
8d,5,182,primary,28910694
8d,5,183,primary,29015423
8d,5,184,primary,29120152
8d,5,185,primary,29224881
8d,5,186,primary,29329610
8d,5,187,primary,29434339
8d,5,188,primary,29539068
8d,5,189,primary,29643797
8d,5,190,primary,29748526
8d,5,191,primary,29853255
8d,5,192,primary,29957984
8d,5,193,primary,30062713
8d,5,194,primary,30167442
8d,5,195,primary,30272171
8d,5,196,primary,30376900
8d,5,197,primary,30481629
8d,5,198,primary,30586358
8d,5,199,primary,30691087
8d,5,200,primary,30795816
8d,5,201,primary,30900545
8d,5,202,primary,31005274
8d,5,203,primary,31110003
8d,5,204,primary,31214732
8d,5,205,primary,31319461
8d,5,206,primary,31424190
8d,5,207,primary,31528919
8d,5,208,primary,31633648
8d,5,209,primary,31738377
8d,5,210,primary,31843106
8d,5,211,primary,31947835
8d,5,212,primary,32052564
8d,5,213,primary,32157293
8d,5,214,primary,32262022
8d,5,215,primary,32366751
8d,5,216,primary,32471480
8d,5,217,primary,32576209
8d,5,218,primary,32680938
8d,5,219,primary,32785667
8d,5,220,primary,32890396
8d,5,221,primary,32995125
8d,5,222,primary,33099854
8d,5,223,primary,33204583
8d,5,224,primary,33309312
8d,5,225,primary,33414041
8d,5,226,primary,33518770
8d,5,227,primary,33623499
8d,5,228,primary,33728228
8d,5,229,primary,33832957
8d,5,230,primary,33937686
8d,5,231,primary,34042415
8d,5,232,primary,34147144
8d,5,233,primary,34251873
8d,5,234,primary,34356602
8d,5,235,primary,34461331
8d,5,236,primary,34566060
8d,5,237,primary,34670789
8d,5,238,primary,34775518
8d,5,239,primary,34880247
8d,5,240,primary,34984976
8d,5,241,primary,35089705
8d,5,242,primary,35194434
8d,5,243,primary,35299163
8d,5,244,primary,35403892
8d,5,245,primary,35508621
8d,5,246,primary,35613350
8d,5,247,primary,35718079
8d,5,248,primary,35822808
8d,5,249,primary,35927537
8d,5,250,primary,36032266
8d,5,251,primary,36136995
8d,5,252,primary,36241724
8d,5,253,primary,36346453
8d,5,254,primary,36451182
8d,5,255,primary,36555911
8d,5,256,reserve,36660640
8d,5,257,reserve,36765369
8d,5,258,reserve,36870098
8d,5,259,reserve,36974827
8d,5,260,reserve,37079556
8d,5,261,reserve,37184285
8d,5,262,reserve,37289014
8d,5,263,reserve,37393743
8d,5,264,reserve,37498472
8d,5,265,reserve,37603201
8d,5,266,reserve,37707930
8d,5,267,reserve,37812659
8d,5,268,reserve,37917388
8d,5,269,reserve,38022117
8d,5,270,reserve,38126846
8d,5,271,reserve,38231575
8d,5,272,reserve,38336304
8d,5,273,reserve,38441033
8d,5,274,reserve,38545762
8d,5,275,reserve,38650491
8d,5,276,reserve,38755220
8d,5,277,reserve,38859949
8d,5,278,reserve,38964678
8d,5,279,reserve,39069407
8d,5,280,reserve,39174136
8d,5,281,reserve,39278865
8d,5,282,reserve,39383594
8d,5,283,reserve,39488323
8d,5,284,reserve,39593052
8d,5,285,reserve,39697781
8d,5,286,reserve,39802510
8d,5,287,reserve,39907239
8d,5,288,reserve,40011968
8d,5,289,reserve,40116697
8d,5,290,reserve,40221426
8d,5,291,reserve,40326155
8d,5,292,reserve,40430884
8d,5,293,reserve,40535613
8d,5,294,reserve,40640342
8d,5,295,reserve,40745071
8d,5,296,reserve,40849800
8d,5,297,reserve,40954529
8d,5,298,reserve,41059258
8d,5,299,reserve,41163987
8d,5,300,reserve,41268716
8d,5,301,reserve,41373445
8d,5,302,reserve,41478174
8d,5,303,reserve,41582903
8d,5,304,reserve,41687632
8d,5,305,reserve,41792361
8d,5,306,reserve,41897090
8d,5,307,reserve,42001819
8d,5,308,reserve,42106548
8d,5,309,reserve,42211277
8d,5,310,reserve,42316006
8d,5,311,reserve,42420735
8d,5,312,reserve,42525464
8d,5,313,reserve,42630193
8d,5,314,reserve,42734922
8d,5,315,reserve,42839651
8d,5,316,reserve,42944380
8d,5,317,reserve,43049109
8d,5,318,reserve,43153838
8d,5,319,reserve,43258567
7d,1,0,primary,9451004
7d,1,1,primary,9555733
7d,1,2,primary,9660462
7d,1,3,primary,9765191
7d,1,4,primary,9869920
7d,1,5,primary,9974649
7d,1,6,primary,10079378
7d,1,7,primary,10184107
7d,1,8,primary,10288836
7d,1,9,primary,10393565
7d,1,10,primary,10498294
7d,1,11,primary,10603023
7d,1,12,primary,10707752
7d,1,13,primary,10812481
7d,1,14,primary,10917210
7d,1,15,primary,11021939
7d,1,16,primary,11126668
7d,1,17,primary,11231397
7d,1,18,primary,11336126
7d,1,19,primary,11440855
7d,1,20,primary,11545584
7d,1,21,primary,11650313
7d,1,22,primary,11755042
7d,1,23,primary,11859771
7d,1,24,primary,11964500
7d,1,25,primary,12069229
7d,1,26,primary,12173958
7d,1,27,primary,12278687
7d,1,28,primary,12383416
7d,1,29,primary,12488145
7d,1,30,primary,12592874
7d,1,31,primary,12697603
7d,1,32,primary,12802332
7d,1,33,primary,12907061
7d,1,34,primary,13011790
7d,1,35,primary,13116519
7d,1,36,primary,13221248
7d,1,37,primary,13325977
7d,1,38,primary,13430706
7d,1,39,primary,13535435
7d,1,40,primary,13640164
7d,1,41,primary,13744893
7d,1,42,primary,13849622
7d,1,43,primary,13954351
7d,1,44,primary,14059080
7d,1,45,primary,14163809
7d,1,46,primary,14268538
7d,1,47,primary,14373267
7d,1,48,primary,14477996
7d,1,49,primary,14582725
7d,1,50,primary,14687454
7d,1,51,primary,14792183
7d,1,52,primary,14896912
7d,1,53,primary,15001641
7d,1,54,primary,15106370
7d,1,55,primary,15211099
7d,1,56,primary,15315828
7d,1,57,primary,15420557
7d,1,58,primary,15525286
7d,1,59,primary,15630015
7d,1,60,primary,15734744
7d,1,61,primary,15839473
7d,1,62,primary,15944202
7d,1,63,primary,16048931
7d,1,64,primary,16153660
7d,1,65,primary,16258389
7d,1,66,primary,16363118
7d,1,67,primary,16467847
7d,1,68,primary,16572576
7d,1,69,primary,16677305
7d,1,70,primary,16782034
7d,1,71,primary,16886763
7d,1,72,primary,16991492
7d,1,73,primary,17096221
7d,1,74,primary,17200950
7d,1,75,primary,17305679
7d,1,76,primary,17410408
7d,1,77,primary,17515137
7d,1,78,primary,17619866
7d,1,79,primary,17724595
7d,1,80,primary,17829324
7d,1,81,primary,17934053
7d,1,82,primary,18038782
7d,1,83,primary,18143511
7d,1,84,primary,18248240
7d,1,85,primary,18352969
7d,1,86,primary,18457698
7d,1,87,primary,18562427
7d,1,88,primary,18667156
7d,1,89,primary,18771885
7d,1,90,primary,18876614
7d,1,91,primary,18981343
7d,1,92,primary,19086072
7d,1,93,primary,19190801
7d,1,94,primary,19295530
7d,1,95,primary,19400259
7d,1,96,primary,19504988
7d,1,97,primary,19609717
7d,1,98,primary,19714446
7d,1,99,primary,19819175
7d,1,100,primary,19923904
7d,1,101,primary,20028633
7d,1,102,primary,20133362
7d,1,103,primary,20238091
7d,1,104,primary,20342820
7d,1,105,primary,20447549
7d,1,106,primary,20552278
7d,1,107,primary,20657007
7d,1,108,primary,20761736
7d,1,109,primary,20866465
7d,1,110,primary,20971194
7d,1,111,primary,21075923
7d,1,112,primary,21180652
7d,1,113,primary,21285381
7d,1,114,primary,21390110
7d,1,115,primary,21494839
7d,1,116,primary,21599568
7d,1,117,primary,21704297
7d,1,118,primary,21809026
7d,1,119,primary,21913755
7d,1,120,primary,22018484
7d,1,121,primary,22123213
7d,1,122,primary,22227942
7d,1,123,primary,22332671
7d,1,124,primary,22437400
7d,1,125,primary,22542129
7d,1,126,primary,22646858
7d,1,127,primary,22751587
7d,1,128,primary,22856316
7d,1,129,primary,22961045
7d,1,130,primary,23065774
7d,1,131,primary,23170503
7d,1,132,primary,23275232
7d,1,133,primary,23379961
7d,1,134,primary,23484690
7d,1,135,primary,23589419
7d,1,136,primary,23694148
7d,1,137,primary,23798877
7d,1,138,primary,23903606
7d,1,139,primary,24008335
7d,1,140,primary,24113064
7d,1,141,primary,24217793
7d,1,142,primary,24322522
7d,1,143,primary,24427251
7d,1,144,primary,24531980
7d,1,145,primary,24636709
7d,1,146,primary,24741438
7d,1,147,primary,24846167
7d,1,148,primary,24950896
7d,1,149,primary,25055625
7d,1,150,primary,25160354
7d,1,151,primary,25265083
7d,1,152,primary,25369812
7d,1,153,primary,25474541
7d,1,154,primary,25579270
7d,1,155,primary,25683999
7d,1,156,primary,25788728
7d,1,157,primary,25893457
7d,1,158,primary,25998186
7d,1,159,primary,26102915
7d,1,160,primary,26207644
7d,1,161,primary,26312373
7d,1,162,primary,26417102
7d,1,163,primary,26521831
7d,1,164,primary,26626560
7d,1,165,primary,26731289
7d,1,166,primary,26836018
7d,1,167,primary,26940747
7d,1,168,primary,27045476
7d,1,169,primary,27150205
7d,1,170,primary,27254934
7d,1,171,primary,27359663
7d,1,172,primary,27464392
7d,1,173,primary,27569121
7d,1,174,primary,27673850
7d,1,175,primary,27778579
7d,1,176,primary,27883308
7d,1,177,primary,27988037
7d,1,178,primary,28092766
7d,1,179,primary,28197495
7d,1,180,primary,28302224
7d,1,181,primary,28406953
7d,1,182,primary,28511682
7d,1,183,primary,28616411
7d,1,184,primary,28721140
7d,1,185,primary,28825869
7d,1,186,primary,28930598
7d,1,187,primary,29035327
7d,1,188,primary,29140056
7d,1,189,primary,29244785
7d,1,190,primary,29349514
7d,1,191,primary,29454243
7d,1,192,primary,29558972
7d,1,193,primary,29663701
7d,1,194,primary,29768430
7d,1,195,primary,29873159
7d,1,196,primary,29977888
7d,1,197,primary,30082617
7d,1,198,primary,30187346
7d,1,199,primary,30292075
7d,1,200,primary,30396804
7d,1,201,primary,30501533
7d,1,202,primary,30606262
7d,1,203,primary,30710991
7d,1,204,primary,30815720
7d,1,205,primary,30920449
7d,1,206,primary,31025178
7d,1,207,primary,31129907
7d,1,208,primary,31234636
7d,1,209,primary,31339365
7d,1,210,primary,31444094
7d,1,211,primary,31548823
7d,1,212,primary,31653552
7d,1,213,primary,31758281
7d,1,214,primary,31863010
7d,1,215,primary,31967739
7d,1,216,primary,32072468
7d,1,217,primary,32177197
7d,1,218,primary,32281926
7d,1,219,primary,32386655
7d,1,220,primary,32491384
7d,1,221,primary,32596113
7d,1,222,primary,32700842
7d,1,223,primary,32805571
7d,1,224,primary,32910300
7d,1,225,primary,33015029
7d,1,226,primary,33119758
7d,1,227,primary,33224487
7d,1,228,primary,33329216
7d,1,229,primary,33433945
7d,1,230,primary,33538674
7d,1,231,primary,33643403
7d,1,232,primary,33748132
7d,1,233,primary,33852861
7d,1,234,primary,33957590
7d,1,235,primary,34062319
7d,1,236,primary,34167048
7d,1,237,primary,34271777
7d,1,238,primary,34376506
7d,1,239,primary,34481235
7d,1,240,primary,34585964
7d,1,241,primary,34690693
7d,1,242,primary,34795422
7d,1,243,primary,34900151
7d,1,244,primary,35004880
7d,1,245,primary,35109609
7d,1,246,primary,35214338
7d,1,247,primary,35319067
7d,1,248,primary,35423796
7d,1,249,primary,35528525
7d,1,250,primary,35633254
7d,1,251,primary,35737983
7d,1,252,primary,35842712
7d,1,253,primary,35947441
7d,1,254,primary,36052170
7d,1,255,primary,36156899
7d,1,256,reserve,36261628
7d,1,257,reserve,36366357
7d,1,258,reserve,36471086
7d,1,259,reserve,36575815
7d,1,260,reserve,36680544
7d,1,261,reserve,36785273
7d,1,262,reserve,36890002
7d,1,263,reserve,36994731
7d,1,264,reserve,37099460
7d,1,265,reserve,37204189
7d,1,266,reserve,37308918
7d,1,267,reserve,37413647
7d,1,268,reserve,37518376
7d,1,269,reserve,37623105
7d,1,270,reserve,37727834
7d,1,271,reserve,37832563
7d,1,272,reserve,37937292
7d,1,273,reserve,38042021
7d,1,274,reserve,38146750
7d,1,275,reserve,38251479
7d,1,276,reserve,38356208
7d,1,277,reserve,38460937
7d,1,278,reserve,38565666
7d,1,279,reserve,38670395
7d,1,280,reserve,38775124
7d,1,281,reserve,38879853
7d,1,282,reserve,38984582
7d,1,283,reserve,39089311
7d,1,284,reserve,39194040
7d,1,285,reserve,39298769
7d,1,286,reserve,39403498
7d,1,287,reserve,39508227
7d,1,288,reserve,39612956
7d,1,289,reserve,39717685
7d,1,290,reserve,39822414
7d,1,291,reserve,39927143
7d,1,292,reserve,40031872
7d,1,293,reserve,40136601
7d,1,294,reserve,40241330
7d,1,295,reserve,40346059
7d,1,296,reserve,40450788
7d,1,297,reserve,40555517
7d,1,298,reserve,40660246
7d,1,299,reserve,40764975
7d,1,300,reserve,40869704
7d,1,301,reserve,40974433
7d,1,302,reserve,41079162
7d,1,303,reserve,41183891
7d,1,304,reserve,41288620
7d,1,305,reserve,41393349
7d,1,306,reserve,41498078
7d,1,307,reserve,41602807
7d,1,308,reserve,41707536
7d,1,309,reserve,41812265
7d,1,310,reserve,41916994
7d,1,311,reserve,42021723
7d,1,312,reserve,42126452
7d,1,313,reserve,42231181
7d,1,314,reserve,42335910
7d,1,315,reserve,42440639
7d,1,316,reserve,42545368
7d,1,317,reserve,42650097
7d,1,318,reserve,42754826
7d,1,319,reserve,42859555
7d,2,0,primary,9551007
7d,2,1,primary,9655736
7d,2,2,primary,9760465
7d,2,3,primary,9865194
7d,2,4,primary,9969923
7d,2,5,primary,10074652
7d,2,6,primary,10179381
7d,2,7,primary,10284110
7d,2,8,primary,10388839
7d,2,9,primary,10493568
7d,2,10,primary,10598297
7d,2,11,primary,10703026
7d,2,12,primary,10807755
7d,2,13,primary,10912484
7d,2,14,primary,11017213
7d,2,15,primary,11121942
7d,2,16,primary,11226671
7d,2,17,primary,11331400
7d,2,18,primary,11436129
7d,2,19,primary,11540858
7d,2,20,primary,11645587
7d,2,21,primary,11750316
7d,2,22,primary,11855045
7d,2,23,primary,11959774
7d,2,24,primary,12064503
7d,2,25,primary,12169232
7d,2,26,primary,12273961
7d,2,27,primary,12378690
7d,2,28,primary,12483419
7d,2,29,primary,12588148
7d,2,30,primary,12692877
7d,2,31,primary,12797606
7d,2,32,primary,12902335
7d,2,33,primary,13007064
7d,2,34,primary,13111793
7d,2,35,primary,13216522
7d,2,36,primary,13321251
7d,2,37,primary,13425980
7d,2,38,primary,13530709
7d,2,39,primary,13635438
7d,2,40,primary,13740167
7d,2,41,primary,13844896
7d,2,42,primary,13949625
7d,2,43,primary,14054354
7d,2,44,primary,14159083
7d,2,45,primary,14263812
7d,2,46,primary,14368541
